Word,Known Count,Unknown Count,Total Count
blubber,2,0,1,3,null
attributive,4,0,1,5,null
daunt,6,0,1,7,null
autonomous,3,0,1,4,null
puritanical,1,0,1,2,null
impeccable,5,0,1,6,null
